Accession.ID	country	Pango.lineage
EPI_ISL_11491023	USA	BA.2.12.1
EPI_ISL_11757774	USA	BA.2.12.1
EPI_ISL_12087425	USA	BA.2.12.1
EPI_ISL_11530656	USA	BA.2.12.1
EPI_ISL_12170091	USA	BA.2.12.1
EPI_ISL_12167847	USA	BA.2.12.1
EPI_ISL_12169425	USA	BA.2.12.1
EPI_ISL_12170519	USA	BA.2.12.1
EPI_ISL_12170504	USA	BA.2.12.1
EPI_ISL_11696707	USA	BA.2.12.1
EPI_ISL_12169039	USA	BA.2.12.1
EPI_ISL_11791457	USA	BA.2.12.1
EPI_ISL_12167443	USA	BA.2.12.1
EPI_ISL_12169808	USA	BA.2.12.1
EPI_ISL_12000886	USA	BA.2.12.1
EPI_ISL_12117936	USA	BA.2.12.1
EPI_ISL_11351082	USA	BA.2.12.1
EPI_ISL_12116098	USA	BA.2.12.1
EPI_ISL_11934071	USA	BA.2.12.1
EPI_ISL_12001040	USA	BA.2.12.1
EPI_ISL_11933638	USA	BA.2.12.1
EPI_ISL_12169748	USA	BA.2.12.1
EPI_ISL_12117408	USA	BA.2.12.1
EPI_ISL_12170332	USA	BA.2.12.1
EPI_ISL_11934124	USA	BA.2.12.1
EPI_ISL_12184413	USA	BA.2.12.1
EPI_ISL_12090312	USA	BA.2.12.1
EPI_ISL_12170342	USA	BA.2.12.1
EPI_ISL_12181909	USA	BA.2.12.1
EPI_ISL_12060434	USA	BA.2.12.1
EPI_ISL_11387526	USA	BA.2.12.1
EPI_ISL_12117110	USA	BA.2.12.1
EPI_ISL_11869962	USA	BA.2.12.1
EPI_ISL_12052115	USA	BA.2.12.1
EPI_ISL_12117708	USA	BA.2.12.1
EPI_ISL_12116477	USA	BA.2.12.1
EPI_ISL_12116527	USA	BA.2.12.1
EPI_ISL_11530657	USA	BA.2.12.1
EPI_ISL_11933707	USA	BA.2.12.1
EPI_ISL_11953390	USA	BA.2.12.1
EPI_ISL_11696673	USA	BA.2.12.1
EPI_ISL_12047825	USA	BA.2.12.1
EPI_ISL_11530465	USA	BA.2.12.1
EPI_ISL_12117563	USA	BA.2.12.1
EPI_ISL_12113152	USA	BA.2.12.1
EPI_ISL_12112881	USA	BA.2.12.1
EPI_ISL_12112058	USA	BA.2.12.1
EPI_ISL_12183495	USA	BA.2.12.1
EPI_ISL_12109223	USA	BA.2.12.1
EPI_ISL_12113884	USA	BA.2.12.1
EPI_ISL_12167506	USA	BA.2.12.1
EPI_ISL_12184409	USA	BA.2.12.1
EPI_ISL_11490836	USA	BA.2.12.1
EPI_ISL_11760261	USA	BA.2.12.1
EPI_ISL_12167171	USA	BA.2.12.1
EPI_ISL_12167845	USA	BA.2.12.1
EPI_ISL_12182647	USA	BA.2.12.1
EPI_ISL_12000566	USA	BA.2.12.1
EPI_ISL_11862611	USA	BA.2.12.1
EPI_ISL_11628660	USA	BA.2.12.1
EPI_ISL_11952675	USA	BA.2.12.1
EPI_ISL_11757426	USA	BA.2.12.1
EPI_ISL_12170167	USA	BA.2.12.1
EPI_ISL_12049610	USA	BA.2.12.1
EPI_ISL_11490835	USA	BA.2.12.1
EPI_ISL_12115932	USA	BA.2.12.1
EPI_ISL_12049854	USA	BA.2.12.1
EPI_ISL_11757914	USA	BA.2.12.1
EPI_ISL_12081433	USA	BA.2.12.1
EPI_ISL_12055884	USA	BA.2.12.1
EPI_ISL_12180692	USA	BA.2.12.1
EPI_ISL_12114120	USA	BA.2.12.1
EPI_ISL_12169679	USA	BA.2.12.1
EPI_ISL_12167498	USA	BA.2.12.1
EPI_ISL_12047777	USA	BA.2.12.1
EPI_ISL_12169691	USA	BA.2.12.1
EPI_ISL_12047849	USA	BA.2.12.1
EPI_ISL_12168085	USA	BA.2.12.1
EPI_ISL_12183235	USA	BA.2.12.1
EPI_ISL_12183214	USA	BA.2.12.1
EPI_ISL_12170182	USA	BA.2.12.1
EPI_ISL_12115944	USA	BA.2.12.1
EPI_ISL_12000740	USA	BA.2.12.1
EPI_ISL_12116784	USA	BA.2.12.1
EPI_ISL_12190632	USA	BA.2.12.1
EPI_ISL_12169801	USA	BA.2.12.1
EPI_ISL_11758952	USA	BA.2.12.1
EPI_ISL_12113959	USA	BA.2.12.1
EPI_ISL_12149438	USA	BA.2.12.1
EPI_ISL_12001009	USA	BA.2.12.1
EPI_ISL_12112092	USA	BA.2.12.1
EPI_ISL_11903317	USA	BA.2.12.1
EPI_ISL_12149067	USA	BA.2.12.1
EPI_ISL_12113506	USA	BA.2.12.1
EPI_ISL_12117281	USA	BA.2.12.1
EPI_ISL_11997607	USA	BA.2.12.1
EPI_ISL_11843571	USA	BA.2.12.1
EPI_ISL_12182312	USA	BA.2.12.1
EPI_ISL_12168409	USA	BA.2.12.1
EPI_ISL_12100533	USA	BA.2.12.1
EPI_ISL_12000615	USA	BA.2.12.1
EPI_ISL_11758115	USA	BA.2.12.1
EPI_ISL_12192427	USA	BA.2.12.1
EPI_ISL_12000889	USA	BA.2.12.1
EPI_ISL_12000854	USA	BA.2.12.1
EPI_ISL_12000977	USA	BA.2.12.1
EPI_ISL_12169640	USA	BA.2.12.1
EPI_ISL_12087028	USA	BA.2.12.1
EPI_ISL_12182358	USA	BA.2.12.1
EPI_ISL_12116209	USA	BA.2.12.1
EPI_ISL_12168659	USA	BA.2.12.1
EPI_ISL_11937571	USA	BA.2.12.1
EPI_ISL_12000695	USA	BA.2.12.1
EPI_ISL_12170210	USA	BA.2.12.1
EPI_ISL_11697523	USA	BA.2.12.1
EPI_ISL_11628733	USA	BA.2.12.1
EPI_ISL_12149005	USA	BA.2.12.1
EPI_ISL_11952113	USA	BA.2.12.1
EPI_ISL_12169382	USA	BA.2.12.1
EPI_ISL_11933949	USA	BA.2.12.1
EPI_ISL_12000594	USA	BA.2.12.1
EPI_ISL_12000976	USA	BA.2.12.1
EPI_ISL_12183478	USA	BA.2.12.1
EPI_ISL_12117239	USA	BA.2.12.1
EPI_ISL_12183680	Puerto Rico	BA.2.12.1
EPI_ISL_12183325	USA	BA.2.12.1
EPI_ISL_12183287	USA	BA.2.12.1
EPI_ISL_12114135	USA	BA.2.12.1
EPI_ISL_11758424	USA	BA.2.12.1
EPI_ISL_12000565	USA	BA.2.12.1
EPI_ISL_12183741	Puerto Rico	BA.2.12.1
EPI_ISL_12116544	USA	BA.2.12.1
EPI_ISL_12051376	Puerto Rico	BA.2.12.1
EPI_ISL_12168009	USA	BA.2.12.1
EPI_ISL_11934288	USA	BA.2.12.1
EPI_ISL_11937611	USA	BA.2.12.1
EPI_ISL_12167031	USA	BA.2.12.1
EPI_ISL_12048413	USA	BA.2.12.1
EPI_ISL_12149001	USA	BA.2.12.1
EPI_ISL_11527419	USA	BA.2.12.1
EPI_ISL_12112066	USA	BA.2.12.1
EPI_ISL_11905273	USA	BA.2.12.1
EPI_ISL_12117942	USA	BA.2.12.1
EPI_ISL_12050298	USA	BA.2.12.1
EPI_ISL_12167022	USA	BA.2.12.1
EPI_ISL_12086998	USA	BA.2.12.1
EPI_ISL_12199907	Germany	BA.2.12.1
EPI_ISL_12183275	USA	BA.2.12.1
EPI_ISL_12148523	USA	BA.2.12.1
EPI_ISL_12168572	USA	BA.2.12.1
EPI_ISL_12183614	USA	BA.2.12.1
EPI_ISL_11704794	USA	BA.2.12.1
EPI_ISL_11952367	USA	BA.2.12.1
EPI_ISL_12167705	USA	BA.2.12.1
EPI_ISL_11934147	USA	BA.2.12.1
EPI_ISL_12164212	Denmark	BA.2.12.1
EPI_ISL_12168466	USA	BA.2.12.1
EPI_ISL_12167866	USA	BA.2.12.1
EPI_ISL_12167775	USA	BA.2.12.1
EPI_ISL_12100604	USA	BA.2.12.1
EPI_ISL_12163362	Denmark	BA.2.12.1
EPI_ISL_11933900	USA	BA.2.12.1
EPI_ISL_12100924	USA	BA.2.12.1
EPI_ISL_12183911	USA	BA.2.12.1
EPI_ISL_12100441	USA	BA.2.12.1
EPI_ISL_12000789	USA	BA.2.12.1
EPI_ISL_12191924	USA	BA.2.12.1
EPI_ISL_12049847	USA	BA.2.12.1
EPI_ISL_12046813	USA	BA.2.12.1
EPI_ISL_11791004	USA	BA.2.12.1
EPI_ISL_12048173	USA	BA.2.12.1
EPI_ISL_12168264	USA	BA.2.12.1
EPI_ISL_11679883	USA	BA.2.12.1
EPI_ISL_12090296	USA	BA.2.12.1
EPI_ISL_12169444	USA	BA.2.12.1
EPI_ISL_12169254	USA	BA.2.12.1
EPI_ISL_11529004	USA	BA.2.12.1
EPI_ISL_12170133	USA	BA.2.12.1
EPI_ISL_12167547	USA	BA.2.12.1
EPI_ISL_12182571	USA	BA.2.12.1
EPI_ISL_12181956	USA	BA.2.12.1
EPI_ISL_12001666	USA	BA.2.12.1
EPI_ISL_12201771	USA	BA.2.12.1
EPI_ISL_12047661	USA	BA.2.12.1
EPI_ISL_12001699	USA	BA.2.12.1
EPI_ISL_12183066	USA	BA.2.12.1
EPI_ISL_12001691	USA	BA.2.12.1
EPI_ISL_12046597	USA	BA.2.12.1
EPI_ISL_11904982	USA	BA.2.12.1
EPI_ISL_12183016	USA	BA.2.12.1
EPI_ISL_11904978	USA	BA.2.12.1
EPI_ISL_12184586	USA	BA.2.12.1
EPI_ISL_12109527	USA	BA.2.12.1
EPI_ISL_12169685	USA	BA.2.12.1
EPI_ISL_12081358	USA	BA.2.12.1
EPI_ISL_12184229	USA	BA.2.12.1
EPI_ISL_12117016	USA	BA.2.12.1
EPI_ISL_12053360	USA	BA.2.12.1
EPI_ISL_12133824	USA	BA.2
EPI_ISL_12101703	USA	BA.2.12.1
EPI_ISL_11899829	USA	BA.2.12.1
EPI_ISL_12168114	USA	BA.2.12.1
EPI_ISL_12117216	USA	BA.2.12.1
EPI_ISL_12101205	USA	BA.2.12.1
EPI_ISL_12100895	USA	BA.2.12.1
EPI_ISL_11933904	USA	BA.2.12.1
EPI_ISL_12090324	USA	BA.2.12.1
EPI_ISL_12168401	USA	BA.2.12.1
EPI_ISL_12183958	USA	BA.2.12.1
EPI_ISL_12000874	USA	BA.2.12.1
EPI_ISL_12000876	USA	BA.2.12.1
EPI_ISL_12049174	USA	BA.2.12.1
EPI_ISL_12000937	USA	BA.2.12.1
EPI_ISL_12000893	USA	BA.2.12.1
EPI_ISL_11797632	USA	BA.2.12.1
EPI_ISL_12000891	USA	BA.2.12.1
EPI_ISL_12000943	USA	BA.2.12.1
EPI_ISL_12000683	USA	BA.2.12.1
EPI_ISL_12001201	USA	BA.2.12.1
EPI_ISL_12001149	USA	BA.2.12.1
EPI_ISL_11200177	USA	BA.2.12.1
EPI_ISL_12000769	USA	BA.2.12.1
EPI_ISL_11199578	USA	BA.2.12.1
EPI_ISL_12001127	USA	BA.2.12.1
EPI_ISL_12001155	USA	BA.2.12.1
EPI_ISL_12000860	USA	BA.2.12.1
EPI_ISL_12000729	USA	BA.2.12.1
EPI_ISL_12080261	USA	BA.2.12.1
EPI_ISL_12166337	France	BA.2
EPI_ISL_11696842	USA	BA.2.12.1
EPI_ISL_12117745	USA	BA.2.12.1
EPI_ISL_12050485	USA	BA.2.12.1
EPI_ISL_12117564	USA	BA.2.12.1
EPI_ISL_11795432	USA	BA.2.12.1
EPI_ISL_12133787	USA	BA.2.12.1
EPI_ISL_12001111	USA	BA.2.12.1
EPI_ISL_12001073	USA	BA.2.12.1
EPI_ISL_11178356	USA	BA.2.12.1
EPI_ISL_12000847	USA	BA.2.12.1
EPI_ISL_12000597	USA	BA.2.12.1
EPI_ISL_12001114	USA	BA.2.12.1
EPI_ISL_12000936	USA	BA.2.12.1
EPI_ISL_12116009	USA	BA.2.12.1
EPI_ISL_12115381	USA	BA.2.12.1
EPI_ISL_12184416	USA	BA.2.12.1
EPI_ISL_12053530	USA	BA.2.12.1
EPI_ISL_12000567	USA	BA.2.12.1
EPI_ISL_12000777	USA	BA.2.12.1
EPI_ISL_12117675	USA	BA.2.12.1
EPI_ISL_12053354	USA	BA.2.12.1
EPI_ISL_11578958	USA	BA.2.12.1
EPI_ISL_12001118	USA	BA.2.12.1
EPI_ISL_11758736	USA	BA.2.12.1
EPI_ISL_12087207	USA	BA.2.12.1
EPI_ISL_12048119	USA	BA.2.12.1
EPI_ISL_12148585	USA	BA.2.12.1
EPI_ISL_12191598	USA	BA.2.12.1
EPI_ISL_11621152	USA	BA.2.12.1
EPI_ISL_11490615	USA	BA.2.12.1
EPI_ISL_12169111	USA	BA.2.12.1
EPI_ISL_12049953	USA	BA.2.12.1
EPI_ISL_11757860	USA	BA.2.12.1
EPI_ISL_12183696	USA	BA.2.12.1
EPI_ISL_11704350	USA	BA.2.12.1
EPI_ISL_12169084	USA	BA.2.12.1
EPI_ISL_12168438	USA	BA.2.12.1
EPI_ISL_12000969	USA	BA.2.12.1
EPI_ISL_12170090	USA	BA.2.12.1
EPI_ISL_12112625	USA	BA.2.12.1
EPI_ISL_12134872	USA	BA.2.12.1
EPI_ISL_12112600	USA	BA.2.12.1
EPI_ISL_12051773	USA	BA.2.12.1
EPI_ISL_12053397	USA	BA.2.12.1
EPI_ISL_12000553	USA	BA.2.12.1
EPI_ISL_12170570	USA	BA.2.12.1
EPI_ISL_11679844	USA	BA.2.12.1
EPI_ISL_11863085	USA	BA.2.12.1
EPI_ISL_12000581	USA	BA.2.12.1
EPI_ISL_12000808	USA	BA.2.12.1
EPI_ISL_12000596	USA	BA.2.12.1
EPI_ISL_12000707	USA	BA.2.12.1
EPI_ISL_11091721	USA	BA.2.12.1
EPI_ISL_12050436	USA	BA.2.12.1
EPI_ISL_12000551	USA	BA.2.12.1
EPI_ISL_12051937	USA	BA.2.12.1
EPI_ISL_12000881	USA	BA.2.12.1
EPI_ISL_12170045	USA	BA.2.12.1
EPI_ISL_12100446	USA	BA.2.12.1
EPI_ISL_12116652	USA	BA.2.12.1
EPI_ISL_11760232	USA	BA.2.12.1
EPI_ISL_11679843	USA	BA.2.12.1
EPI_ISL_11758734	USA	BA.2.12.1
EPI_ISL_12114441	USA	BA.2.12.1
EPI_ISL_12183883	USA	BA.2.12.1
EPI_ISL_12115707	USA	BA.2.12.1
EPI_ISL_11704221	USA	BA.2.12.1
EPI_ISL_12111461	USA	BA.2.12.1
EPI_ISL_11178338	USA	BA.2.12.1
EPI_ISL_12112905	USA	BA.2.12.1
EPI_ISL_12112946	USA	BA.2.12.1
EPI_ISL_12183834	USA	BA.2.12.1
EPI_ISL_12184092	USA	BA.2.12.1
EPI_ISL_12112277	USA	BA.2.12.1
EPI_ISL_12116896	USA	BA.2.12.1
EPI_ISL_12116097	USA	BA.2.12.1
EPI_ISL_12116449	USA	BA.2.12.1
EPI_ISL_12184063	USA	BA.2.12.1
EPI_ISL_12115958	USA	BA.2.12.1
EPI_ISL_11413357	USA	BA.2.12.1
EPI_ISL_12114048	USA	BA.2.12.1
EPI_ISL_12000739	USA	BA.2.12.1
EPI_ISL_12000804	USA	BA.2.12.1
EPI_ISL_12001157	USA	BA.2.12.1
EPI_ISL_12112747	USA	BA.2.12.1
EPI_ISL_12101123	USA	BA.2.12.1
EPI_ISL_12111683	USA	BA.2.12.1
EPI_ISL_12116055	USA	BA.2.12.1
EPI_ISL_12115053	USA	BA.2.12.1
EPI_ISL_12117059	USA	BA.2.12.1
EPI_ISL_12117491	USA	BA.2.12.1
EPI_ISL_12113171	USA	BA.2.12.1
EPI_ISL_12113109	USA	BA.2.12.1
EPI_ISL_12100656	USA	BA.2.12.1
EPI_ISL_12167687	USA	BA.2.12.1
EPI_ISL_11569695	USA	BA.2.12.1
EPI_ISL_12149728	USA	BA.2.12.1
EPI_ISL_11791352	USA	BA.2.12.1
EPI_ISL_11628310	USA	BA.2.12.1
EPI_ISL_12106717	USA	BA.2.12.1
EPI_ISL_11863096	USA	BA.2.12.1
EPI_ISL_12183797	USA	BA.2.12.1
EPI_ISL_11863538	USA	BA.2.12.1
EPI_ISL_12117782	USA	BA.2.12.1
EPI_ISL_12047520	USA	BA.2.12.1
EPI_ISL_11791898	USA	BA.2.12.1
EPI_ISL_11759116	USA	BA.2.12.1
EPI_ISL_11791175	USA	BA.2.12.1
EPI_ISL_12117904	USA	BA.2.12.1
EPI_ISL_11903293	USA	BA.2.12.1
EPI_ISL_12182879	USA	BA.2.12.1
EPI_ISL_12181725	USA	BA.2.12.1
EPI_ISL_12183870	USA	BA.2.12.1
EPI_ISL_12049803	USA	BA.2.12.1
EPI_ISL_12113408	USA	BA.2.12.1
EPI_ISL_12047326	USA	BA.2.12.1
EPI_ISL_12168541	USA	BA.2.12.1
EPI_ISL_12167625	USA	BA.2.12.1
EPI_ISL_12167826	USA	BA.2.12.1
EPI_ISL_12168249	USA	BA.2.12.1
EPI_ISL_11953230	USA	BA.2.12.1
EPI_ISL_12116259	USA	BA.2.12.1
EPI_ISL_12047846	USA	BA.2.12.1
EPI_ISL_12080395	USA	BA.2.12.1
EPI_ISL_12080324	USA	BA.2.12.1
EPI_ISL_12080314	USA	BA.2.12.1
EPI_ISL_12080329	USA	BA.2.12.1
EPI_ISL_12036690	USA	BA.2.12
EPI_ISL_12159740	Denmark	BA.2.12.1
EPI_ISL_11766593	USA	BA.2.12.1
EPI_ISL_11953181	USA	BA.2.12.1
EPI_ISL_12167813	USA	BA.2.12.1
EPI_ISL_12170170	USA	BA.2.12.1
EPI_ISL_12083952	USA	BA.2.12.1
EPI_ISL_12170801	USA	BA.2.12.1
EPI_ISL_12114456	USA	BA.2.12.1
EPI_ISL_12109340	USA	BA.2.12.1
EPI_ISL_12052178	USA	BA.2.12.1
EPI_ISL_12116667	USA	BA.2.12.1
EPI_ISL_12142650	USA	BA.2.12.1
EPI_ISL_12142642	USA	BA.2.12.1
EPI_ISL_12149789	USA	BA.2.12.1
EPI_ISL_11933958	USA	BA.2.12.1
EPI_ISL_11843760	USA	BA.2.12.1
EPI_ISL_11843627	USA	BA.2.12.1
EPI_ISL_11759223	USA	BA.2.12.1
EPI_ISL_12182261	USA	BA.2.12.1
EPI_ISL_12081526	USA	BA.2.12.1
EPI_ISL_11903455	USA	BA.2.12.1
EPI_ISL_11905316	USA	BA.2.12.1
EPI_ISL_10958316	USA	BA.2.12.1
EPI_ISL_11527556	USA	BA.2.12.1
EPI_ISL_12149312	USA	BA.2.12.1
EPI_ISL_12116830	USA	BA.2.12.1
EPI_ISL_12201722	USA	BA.2.12.1
EPI_ISL_11905363	USA	BA.2.12.1
EPI_ISL_12166832	USA	BA.2.12.1
EPI_ISL_11905362	USA	BA.2.12.1
EPI_ISL_11905429	USA	BA.2.12.1
EPI_ISL_12183306	USA	BA.2.12.1
EPI_ISL_12114361	USA	BA.2.12.1
EPI_ISL_11904143	USA	BA.2.12.1
EPI_ISL_11755802	USA	BA.2.12.1
EPI_ISL_11904808	USA	BA.2.12.1
EPI_ISL_11527506	USA	BA.2.12.1
EPI_ISL_12183674	USA	BA.2.12.1
EPI_ISL_12115190	USA	BA.2.12.1
EPI_ISL_12100351	USA	BA.2.12.1
EPI_ISL_12087108	USA	BA.2.12.1
EPI_ISL_11033175	USA	BA.2.12.1
EPI_ISL_12183967	USA	BA.2.12.1
EPI_ISL_12117967	USA	BA.2.12.1
EPI_ISL_12000650	USA	BA.2.12.1
EPI_ISL_12001066	USA	BA.2.12.1
EPI_ISL_12112627	USA	BA.2.12.1
EPI_ISL_12001065	USA	BA.2.12.1
EPI_ISL_12090273	USA	BA.2.12.1
EPI_ISL_12090275	USA	BA.2.12.1
EPI_ISL_12117040	USA	BA.2.12.1
EPI_ISL_12116179	USA	BA.2.12.1
EPI_ISL_12183743	USA	BA.2.12.1
EPI_ISL_12053409	USA	BA.2.12.1
EPI_ISL_12100943	USA	BA.2.12.1
EPI_ISL_12149727	USA	BA.2.12.1
EPI_ISL_12100361	USA	BA.2.12.1
EPI_ISL_12048149	USA	BA.2.12.1
EPI_ISL_12048148	USA	BA.2.12.1
EPI_ISL_12115314	USA	BA.2.12.1
EPI_ISL_11904169	USA	BA.2.12.1
EPI_ISL_11904078	USA	BA.2.12.1
EPI_ISL_12115924	USA	BA.2.12.1
EPI_ISL_11759272	USA	BA.2.12.1
EPI_ISL_12116528	USA	BA.2.12.1
EPI_ISL_12183188	USA	BA.2.12.1
EPI_ISL_12116668	USA	BA.2.12.1
EPI_ISL_12149786	USA	BA.2.12.1
EPI_ISL_12116503	USA	BA.2.12.1
EPI_ISL_12169381	USA	BA.2.12.1
EPI_ISL_12047235	USA	BA.2.12.1
EPI_ISL_12182396	USA	BA.2.12.1
EPI_ISL_12183528	USA	BA.2.12.1
EPI_ISL_11760889	USA	BA.2.12.1
EPI_ISL_12181937	USA	BA.2.12.1
EPI_ISL_12169383	USA	BA.2.12.1
EPI_ISL_12184005	USA	BA.2.12.1
EPI_ISL_11864053	USA	BA.2.12.1
EPI_ISL_11353064	USA	BA.2.12.1
EPI_ISL_12183619	USA	BA.2.12.1
EPI_ISL_12168671	USA	BA.2.12.1
EPI_ISL_12169051	USA	BA.2.12.1
EPI_ISL_12168682	USA	BA.2.12.1
EPI_ISL_12117928	USA	BA.2.12.1
EPI_ISL_11897531	USA	BA.2.12.1
EPI_ISL_12148845	USA	BA.2.12.1
EPI_ISL_12051697	USA	BA.2.12.1
EPI_ISL_12115751	USA	BA.2.12.1
EPI_ISL_11628575	USA	BA.2.12.1
EPI_ISL_11971713	USA	BA.2.12.1
EPI_ISL_11790937	USA	BA.2.12.1
EPI_ISL_12115250	USA	BA.2.12.1
EPI_ISL_11791690	USA	BA.2.12.1
EPI_ISL_11203897	USA	BA.2.12.1
EPI_ISL_12142659	USA	BA.2.12.1
EPI_ISL_12142648	USA	BA.2.12.1
EPI_ISL_12169103	USA	BA.2.12.1
EPI_ISL_12049182	USA	BA.2.12.1
EPI_ISL_12166800	USA	BA.2.12.1
EPI_ISL_11890756	USA	BA.2.12.1
EPI_ISL_12081527	USA	BA.2.12.1
EPI_ISL_12049896	USA	BA.2
EPI_ISL_12049901	USA	BA.2.12.1
EPI_ISL_12114369	USA	BA.2.12.1
EPI_ISL_12114935	USA	BA.2.12.1
EPI_ISL_12115411	USA	BA.2.12.1
EPI_ISL_12116943	USA	BA.2.12.1
EPI_ISL_12116277	USA	BA.2.12.1
EPI_ISL_12052277	USA	BA.2.12.1
EPI_ISL_12115770	USA	BA.2.12.1
EPI_ISL_11903459	USA	BA.2.12.1
EPI_ISL_12169060	USA	BA.2.12.1
EPI_ISL_12116402	USA	BA.2.12.1
EPI_ISL_12050770	USA	BA.2.12.1
EPI_ISL_12053421	USA	BA.2.12.1
EPI_ISL_12184406	USA	BA.2.12.1
EPI_ISL_12134750	USA	BA.2.12.1
EPI_ISL_12111888	USA	BA.2.12.1
EPI_ISL_12168697	USA	BA.2.12.1
EPI_ISL_11791794	USA	BA.2.12.1
EPI_ISL_12167607	USA	BA.2.12.1
EPI_ISL_12117733	USA	BA.2.12.1
EPI_ISL_12081351	USA	BA.2.12.1
EPI_ISL_12168399	USA	BA.2.12.1
EPI_ISL_12170014	USA	BA.2.12.1
EPI_ISL_12117714	USA	BA.2.12.1
EPI_ISL_11900116	USA	BA.2.12.1
EPI_ISL_11900148	USA	BA.2.12.1
EPI_ISL_12116524	USA	BA.2.12.1
EPI_ISL_12050084	USA	BA.2.12.1
EPI_ISL_12115430	USA	BA.2.12.1
EPI_ISL_11696629	USA	BA.2.12.1
EPI_ISL_11791693	USA	BA.2.12.1
EPI_ISL_12168055	USA	BA.2.12.1
EPI_ISL_11175802	USA	BA.2.12.1
EPI_ISL_12051875	USA	BA.2.12.1
EPI_ISL_12110099	USA	BA.2.12.1
EPI_ISL_11704513	USA	BA.2.12.1
EPI_ISL_11903612	USA	BA.2.12.1
EPI_ISL_11842999	USA	BA.2.12.1
EPI_ISL_11843095	USA	BA.2.12.1
EPI_ISL_12110057	USA	BA.2.12.1
EPI_ISL_12112693	USA	BA.2.12.1
EPI_ISL_12149770	USA	BA.2.12.1
EPI_ISL_12114464	USA	BA.2.12.1
EPI_ISL_11883879	USA	BA.2.12.1
EPI_ISL_11570891	USA	BA.2.12.1
EPI_ISL_12001112	USA	BA.2.12.1
EPI_ISL_12000572	USA	BA.2.12.1
EPI_ISL_11903585	USA	BA.2.12.1
EPI_ISL_12117459	USA	BA.2.12.1
EPI_ISL_12087079	USA	BA.2.12.1
EPI_ISL_12183873	USA	BA.2.12.1
EPI_ISL_12000587	USA	BA.2.12.1
EPI_ISL_12046527	USA	BA.2.12.1
EPI_ISL_12114310	USA	BA.2.12.1
EPI_ISL_12116217	USA	BA.2.12.1
EPI_ISL_12100509	USA	BA.2.12.1
EPI_ISL_12113453	USA	BA.2.12.1
EPI_ISL_11791890	USA	BA.2.12.1
EPI_ISL_11490666	USA	BA.2.12.1
EPI_ISL_12184294	USA	BA.2.12.1
EPI_ISL_12114585	USA	BA.2.12
EPI_ISL_12052024	USA	BA.2.12.1
EPI_ISL_12190638	Germany	BA.2.12.1
EPI_ISL_12170815	USA	BA.2.12.1
EPI_ISL_11621131	USA	BA.2.12.1
EPI_ISL_12164610	Denmark	BA.2.12.1
EPI_ISL_12166098	Denmark	BA.2.12.1
EPI_ISL_11177958	USA	BA.2.12.1
EPI_ISL_11903207	USA	BA.2.12.1
EPI_ISL_11904966	USA	BA.2.12.1
EPI_ISL_11904081	USA	BA.2.12.1
EPI_ISL_12114617	USA	BA.2.12.1
EPI_ISL_12169654	USA	BA.2.12.1
EPI_ISL_12051474	USA	BA.2.12.1
EPI_ISL_12192040	USA	BA.2.12.1
EPI_ISL_11997764	USA	BA.2.12.1
EPI_ISL_12190556	USA	BA.2.12.1
EPI_ISL_12192311	USA	BA.2.12.1
EPI_ISL_12184643	USA	BA.2.12.1
EPI_ISL_12083924	USA	BA.2.12.1
EPI_ISL_11704315	USA	BA.2.12.1
EPI_ISL_12166922	USA	BA.2.12.1
EPI_ISL_12184074	USA	BA.2.12.1
EPI_ISL_12117063	USA	BA.2.12.1
EPI_ISL_12047790	USA	BA.2.12.1
EPI_ISL_12117065	USA	BA.2.12.1
EPI_ISL_12117064	USA	BA.2.12.1
EPI_ISL_12168528	USA	BA.2.12.1
EPI_ISL_12166772	USA	BA.2.12.1
EPI_ISL_12166928	USA	BA.2.12.1
EPI_ISL_12166519	USA	BA.2.12.1
EPI_ISL_12046514	USA	BA.2.12.1
EPI_ISL_12081280	USA	BA.2.12.1
EPI_ISL_11997790	USA	BA.2.12.1
EPI_ISL_12166877	USA	BA.2.12.1
EPI_ISL_11843577	USA	BA.2.12.1
EPI_ISL_11760805	USA	BA.2.12.1
EPI_ISL_12080528	USA	BA.2.12.1
EPI_ISL_11472071	USA	BA.2.12.1
EPI_ISL_12114017	USA	BA.2.12.1
EPI_ISL_12170162	USA	BA.2.12.1
EPI_ISL_11934031	USA	BA.2.12.1
EPI_ISL_12087093	USA	BA.2.12.1
EPI_ISL_12169988	USA	BA.2.12.1
EPI_ISL_12168592	USA	BA.2.12.1
EPI_ISL_12168259	USA	BA.2.12.1
EPI_ISL_11997819	USA	BA.2.12
EPI_ISL_12166873	USA	BA.2.12
EPI_ISL_11997914	USA	BA.2.12
EPI_ISL_12133767	USA	BA.2.12
EPI_ISL_12117765	USA	BA.2.12
EPI_ISL_11796390	Canada	BA.2.12
EPI_ISL_12113003	USA	BA.2.12
EPI_ISL_12049574	USA	BA.2.12
EPI_ISL_11755587	USA	BA.2.12
EPI_ISL_12133741	USA	BA.2.12
EPI_ISL_12133747	USA	BA.2.12
EPI_ISL_11697631	USA	BA.2.12
EPI_ISL_12049936	USA	BA.2.12
EPI_ISL_12052319	USA	BA.2.12
EPI_ISL_12050754	USA	BA.2.12
EPI_ISL_12184051	USA	BA.2.12
EPI_ISL_12117547	USA	BA.2.12
EPI_ISL_12116116	USA	BA.2.12
